function_id,UI_function,canonical_operations,access,dashboard_target,dashboard_observed,object_panel,chat_target,validation_contract,audit_event,source_ref
ui.browser.returnAi,Vrátit AI,browser.control.transfer,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.returnAi,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0374""]}]","{""browser.control.transfer"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/7/actions/3
ui.browser.modeBrowse,Procházet,,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.modeBrowse,CLIENT_INTERACTION,[],{},ui/contracts/ui-control-registry.json#/pages/7/actions/4
ui.browser.modeMarkup,Označit,,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.modeMarkup,CLIENT_INTERACTION,[],{},ui/contracts/ui-control-registry.json#/pages/7/actions/5
ui.browser.modeTarget,Vybrat prvek,browser.target.pick,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.modeTarget,CLIENT_INTERACTION,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0305""]}]","{""browser.target.pick"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/7/actions/6
ui.browser.modePointer,Ukazatel,,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.modePointer,CLIENT_INTERACTION,[],{},ui/contracts/ui-control-registry.json#/pages/7/actions/7
ui.browser.annotationCommit,Uložit označení,browser.annotation.create,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.annotationCommit,CANONICAL_COMMAND,[null],"{""browser.annotation.create"": null}",ui/contracts/ui-control-registry.json#/pages/7/actions/8
ui.browser.focusAi,Požádat AI: zaměř se sem,browser.focus.request,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.focusAi,CANONICAL_COMMAND,[null],"{""browser.focus.request"": null}",ui/contracts/ui-control-registry.json#/pages/7/actions/9
ui.browser.focusOwner,OWNER: podívej se sem,browser.focus.request,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.focusOwner,CANONICAL_COMMAND,[null],"{""browser.focus.request"": null}",ui/contracts/ui-control-registry.json#/pages/7/actions/10
ui.browser.saveAccount,Uložit účet,browser.account.save,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.saveAccount,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0269"", ""route.0310"", ""route.0326""]}]","{""browser.account.save"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/7/actions/11
ui.browser.close,Zavřít relaci,browser.session.close,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.close,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0318""]}]","{""browser.session.close"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/7/actions/12
ui.browser.teach,Vytvořit automatizaci,browser.automation.createFromTeaching,OWNER_FULL,dashboard.drawer.browser,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > browser > browser.teach,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/2/requestSchema""]","{""browser.automation.createFromTeaching"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/7/actions/13
ui.registered.open,Otevřít detail,agent.definition.read|browser.automation.read|component.read|external.target.read|mcp.catalog.tool.read|secret.metadata.read,OWNER_FULL,dashboard.drawer.registered,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > registered > registered.open,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0139""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0349""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0043"", ""route.0069""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0423""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0123""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0387""]}]","{""agent.definition.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""browser.automation.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""component.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""external.target.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""mcp.catalog.tool.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""secret.metadata.read"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/8/actions/0
ui.registered.enable,Zapnout,browser.automation.enable|component.enable,OWNER_FULL,dashboard.drawer.registered,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > registered > registered.enable,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0382""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0051"", ""route.0153""]}]","{""browser.automation.enable"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""component.enable"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/8/actions/1
ui.registered.disable,Vypnout,browser.automation.disable|component.disable,OWNER_FULL,dashboard.drawer.registered,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > registered > registered.disable,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0383""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0052"", ""route.0154""]}]","{""browser.automation.disable"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""component.disable"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/8/actions/2
ui.registered.repair,Opravit,agent.repair.request|browser.automation.repair|component.repair.request|monitor.repair.enqueue,OWNER_FULL,dashboard.drawer.registered,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > registered > registered.repair,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0155""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0384""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0057""]}, {""schemaId"": ""urn:kcml:r9:operation:monitor.repair.enqueue:command""}]","{""agent.repair.request"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""browser.automation.repair"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""component.repair.request"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""monitor.repair.enqueue"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/8/actions/3
ui.component.register,Registrovat,component.register,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.register,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0042"", ""route.0068""]}]","{""component.register"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/0
ui.component.generate,Generovat,generation.job.create,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.generate,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0215""]}]","{""generation.job.create"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/1
ui.component.import,Importovat,component.import,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.import,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/3/requestSchema""]","{""component.import"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/9/actions/2
ui.component.export,Exportovat,component.export,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.export,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/4/requestSchema""]","{""component.export"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/9/actions/3
ui.component.validate,Validovat,component.validate,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.validate,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0048"", ""route.0074""]}]","{""component.validate"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/4
ui.component.verify,Ověřit,component.verify,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.verify,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0049"", ""route.0075""]}]","{""component.verify"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/5
ui.component.activate,Aktivovat,component.activate,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.activate,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0050"", ""route.0076""]}]","{""component.activate"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/6
ui.component.rollback,Rollback,component.rollback,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.rollback,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0056""]}]","{""component.rollback"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/7
ui.component.archive,Archivovat,component.retire,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.archive,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/5/requestSchema""]","{""component.retire"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/9/actions/8
ui.component.deregister,Deregistrovat,component.deregister,OWNER_FULL,dashboard.drawer.components,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > components > component.deregister,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0036""]}]","{""component.deregister"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/9/actions/9
ui.external.save,Uložit target,external.target.create|external.target.patch,OWNER_FULL,dashboard.drawer.external,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > external > external.save,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0422""]}, {""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0424""]}]","{""external.target.create"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""], ""external.target.patch"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/10/actions/0
ui.external.test,Otestovat request,external.target.test,OWNER_FULL,dashboard.drawer.external,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > external > external.test,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0425""]}]","{""external.target.test"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/10/actions/1
ui.external.challenge,Otestovat challenge,external.webhook.test,OWNER_FULL,dashboard.drawer.external,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > external > external.challenge,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0436""]}]","{""external.webhook.test"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/10/actions/2
ui.external.circuitOpen,Otevřít circuit,external.circuit.open,OWNER_FULL,dashboard.drawer.external,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > external > external.circuitOpen,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0426""]}]","{""external.circuit.open"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/10/actions/3
ui.external.circuitClose,Zavřít circuit,external.circuit.close,OWNER_FULL,dashboard.drawer.external,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > external > external.circuitClose,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0427""]}]","{""external.circuit.close"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/10/actions/4
ui.external.circuitReset,Resetovat circuit,external.circuit.reset,OWNER_FULL,dashboard.drawer.external,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > external > external.circuitReset,CANONICAL_COMMAND,"[""closure/contracts/operation-payloads.json#/records/6/requestSchema""]","{""external.circuit.reset"": ""Every admission, transition, child reservation, outcome and manual-review decision records logicalOperationId, correlationId, actor/channel and before/after digests.""}",ui/contracts/ui-control-registry.json#/pages/10/actions/5
ui.monitoring.ack,Potvrdit alert,monitor.alert.acknowledge,OWNER_FULL,dashboard.drawer.monitoring,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > monitoring > monitoring.ack,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0445""]}]","{""monitor.alert.acknowledge"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/11/actions/0
ui.monitoring.suppress,Potlačit,monitor.alert.suppress,OWNER_FULL,dashboard.drawer.monitoring,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > monitoring > monitoring.suppress,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0446""]}]","{""monitor.alert.suppress"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/11/actions/1
ui.monitoring.close,Uzavřít alert,monitor.alert.close,OWNER_FULL,dashboard.drawer.monitoring,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > monitoring > monitoring.close,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0447""]}]","{""monitor.alert.close"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/11/actions/2
ui.monitoring.repair,Opravit,monitor.repair.enqueue,OWNER_FULL,dashboard.drawer.monitoring,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > monitoring > monitoring.repair,CANONICAL_COMMAND,"[{""schemaId"": ""urn:kcml:r9:operation:monitor.repair.enqueue:command""}]","{""monitor.repair.enqueue"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/11/actions/3
ui.monitoring.probe,Spustit kontrolu,monitor.probe.request,OWNER_FULL,dashboard.drawer.monitoring,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > monitoring > monitoring.probe,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0442""]}]","{""monitor.probe.request"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/11/actions/4
ui.monitoring.saveProfile,Uložit profil,monitor.profile.replace,OWNER_FULL,dashboard.drawer.monitoring,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > monitoring > monitoring.saveProfile,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0441""]}]","{""monitor.profile.replace"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/11/actions/5
ui.runtime.revealKey,Zobrazit API klíč,ownerApiKey.reveal,OWNER_FULL,dashboard.drawer.runtime-access,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > runtime-access > runtime.revealKey,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0023""]}]","{""ownerApiKey.reveal"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/12/actions/0
ui.runtime.copyKey,Kopírovat API klíč,,OWNER_FULL,dashboard.drawer.runtime-access,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > runtime-access > runtime.copyKey,CLIENT_INTERACTION,[],{},ui/contracts/ui-control-registry.json#/pages/12/actions/1
ui.runtime.rotateKey,Rotovat API klíč,ownerApiKey.rotate,OWNER_FULL,dashboard.drawer.runtime-access,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > runtime-access > runtime.rotateKey,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0024""]}]","{""ownerApiKey.rotate"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/12/actions/2
ui.runtime.testBinding,Otestovat vazbu,binding.test,OWNER_FULL,dashboard.drawer.runtime-access,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > runtime-access > runtime.testBinding,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0420""]}]","{""binding.test"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/12/actions/3
ui.runtime.revokeBridge,Revokovat bridge certifikát,browser.bridge.revoke,OWNER_FULL,dashboard.drawer.runtime-access,NOT_IN_DASHBOARD_REFERENCE,Dashboard > Actions > runtime-access > runtime.revokeBridge,CANONICAL_COMMAND,"[{""catalog"": ""contracts/payload-contracts.json"", ""routeIds"": [""route.0346""]}]","{""browser.bridge.revoke"": [""OPERATION_ADMITTED"", ""OPERATION_STATE_CHANGED"", ""OPERATION_TERMINAL""]}",ui/contracts/ui-control-registry.json#/pages/12/actions/4
